"length_min","length_max","gravy_min","gravy_max","n_valid_total","n_invalid_total","detection_rate_valid","detection_rate_invalid","enrichment"
8,30,-0.8,1,19509,41697,0.562941154798528,0.194469322739169,0.368471832059359
9,35,-1,1,22304,38902,0.548171558789237,0.179747899557204,0.368423659232033
6,30,-1.2,0.6,25812,35394,0.528103542984837,0.160165957378104,0.367937585606733
7,25,-0.8,0.8,18076,43130,0.572538555487801,0.204685665032812,0.367852890454989
9,20,-0.8,0.6,11815,49391,0.611405632183863,0.243600517803556,0.367805114380307
8,20,-0.8,0.6,12983,48223,0.604066927271575,0.236435995843358,0.367630931428217
9,20,-0.8,0.5,11385,49821,0.614362186195891,0.246759322560307,0.367602863635584
7,30,-0.8,1,20929,40277,0.552922186418915,0.185584243473746,0.367337942945168
9,25,-0.8,0.8,15475,45731,0.588491908792364,0.221222858706369,0.367269050085995
5,35,-1.5,0.8,33449,27757,0.482196381184431,0.114928044715738,0.367268336468693
9,30,-1,0.3,16828,44378,0.583595979566045,0.216330543402574,0.367265436163471
10,25,-1,1,16549,44657,0.583402902067335,0.216202398644378,0.367200503422957
6,25,-1.2,0.8,24449,36757,0.535984295023551,0.169032761928009,0.366951533095543
7,20,-0.8,1,15586,45620,0.587264862436574,0.220431453350122,0.366833409086452
10,25,-1,0.8,16085,45121,0.586230751653356,0.219463338655799,0.366767412997557
10,20,-1,0.5,11814,49392,0.611881415107345,0.245462938596019,0.366418476511326
10,35,-1.2,1,22441,38765,0.547474983784836,0.18110510907672,0.366369874708116
8,25,-0.8,0.6,15873,45333,0.585400968106871,0.219118089290414,0.366282878816458
8,40,-1,0.8,24222,36984,0.534688560513376,0.168451759244411,0.366236801268964
6,25,-1.5,0.5,25496,35710,0.530258096570929,0.164186368099281,0.366071728471647
10,20,-1,0.4,11363,49843,0.614103511183546,0.248184693360872,0.365918817822674
9,20,-0.8,0.4,10878,50328,0.615976943092419,0.250145060080649,0.365831883011771
7,20,-1,0.5,16010,45196,0.585589062490319,0.219765442829196,0.365823619661123
8,35,-1,0.4,20495,40711,0.559631818708604,0.193818970555832,0.365812848152772
8,30,-0.8,0.8,18878,42328,0.565883442485427,0.200075154499083,0.365808287986344
10,40,-1.5,0.3,21333,39873,0.557834553842779,0.192228585702346,0.365605968140433
10,20,-1,0.6,12193,49013,0.608401189474196,0.242872660522628,0.365528528951568
9,40,-1.2,0.3,21117,40089,0.558003932691091,0.192645587723348,0.365358344967743
5,40,-1.5,0.8,34611,26595,0.474109720159485,0.108819077827599,0.365290642331886
9,35,-1,0.8,21671,39535,0.550333188819166,0.185331211007082,0.365001977812084
8,20,-0.8,0.5,12508,48698,0.605135373948874,0.240214812091412,0.364920561857462
6,35,-1.2,0.6,27525,33681,0.515313976048657,0.150534231174399,0.364779744874259
10,25,-1,0.5,14863,46343,0.592800865680647,0.228348220775087,0.36445264490556
10,35,-1.2,0.8,21855,39351,0.550113698005756,0.185755360942231,0.364358337063525
8,25,-0.8,0.5,15260,45946,0.588280762141444,0.223971736227268,0.364309025914176
7,30,-1,0.3,19408,41798,0.564451304558967,0.200386051970198,0.364065252588769
7,25,-1,0.3,17464,43742,0.576069581267589,0.212074494508798,0.363995086758791
10,35,-1.2,0.5,20307,40899,0.561198551600793,0.197220268862167,0.363978282738626
7,30,-0.8,0.8,20241,40965,0.555681369497032,0.191973998610285,0.363707370886747
7,35,-1,0.4,21898,39308,0.548857923745638,0.185423027937498,0.363434895808141
6,35,-1.5,0.3,27478,33728,0.517240096031902,0.153829932699943,0.363410163331959
9,25,-0.8,0.5,14137,47069,0.594718098412981,0.231356581557888,0.363361516855093
10,35,-1.2,0.4,19556,41650,0.565006071228905,0.201896718947704,0.363109352281201
7,40,-1,0.6,24641,36565,0.531097077715069,0.168011718623549,0.36308535909152
5,30,-1.5,0.8,31625,29581,0.492289649313185,0.129371189096601,0.362918460216585
10,25,-1,0.6,15380,45826,0.587796041947337,0.224910391908755,0.362885650038581
9,25,-0.8,0.6,14705,46501,0.590031835165324,0.227277262509754,0.362754572655569
6,30,-1.5,0.3,25931,35275,0.525952494508769,0.163342969362936,0.362609525145833
10,25,-1,0.4,14280,46926,0.594603748912291,0.232066674689487,0.362537074222804
7,20,-0.8,0.8,15057,46149,0.587351822920527,0.224863855116733,0.362487967803794
9,35,-1,0.5,20007,41199,0.561059527608842,0.198633637091242,0.3624258905176
8,20,-0.8,0.4,11958,49248,0.606443182507648,0.244067578508116,0.362375603999531
10,35,-1.2,0.6,20954,40252,0.554997333087868,0.192847876607082,0.362149456480786
7,20,-1,0.4,15396,45810,0.586431168418217,0.224520656187364,0.361910512230853
10,20,-1,0.3,10842,50364,0.613754392998426,0.251868798808351,0.361885594190075
9,35,-1,0.6,20705,40501,0.555189515502007,0.19333152008094,0.361857995421067
6,30,-1.2,0.5,25044,36162,0.529551942473391,0.167933025864537,0.361618916608854
10,30,-1,0.8,18439,42767,0.567923913434867,0.207388399954295,0.360535513480572
10,30,-1,1,18966,42240,0.564087878132917,0.203729697433525,0.360358180699392
8,40,-1,0.6,23129,38077,0.539223086359504,0.178871897416861,0.360351188942643
8,25,-0.8,0.4,14578,46628,0.589328942192532,0.228979430129953,0.360349512062578
8,35,-1,0.3,19513,41693,0.562350847902435,0.202040999978178,0.360309847924257
9,20,-0.8,0.3,10299,50907,0.614565647054365,0.254284070800531,0.360281576253834
9,25,-0.8,0.4,13498,47708,0.595911741725787,0.235774471525288,0.360137270200499
9,35,-1,0.4,19200,42006,0.56438307429648,0.204301247746307,0.360081826550173
7,25,-0.8,0.6,17163,44043,0.572514910280296,0.212676657104932,0.359838253175364
10,25,-1,0.3,13607,47599,0.59651078008902,0.236776936425953,0.359733843663067
10,35,-1.2,0.3,18690,42516,0.56809550600184,0.208463287359417,0.359632218642423
7,40,-1,0.5,23807,37399,0.535139530058954,0.175650189037666,0.359489341021288
8,30,-0.8,0.6,17919,43287,0.567525317824262,0.208211819381556,0.359313498442706
9,30,-0.8,1,18214,42992,0.565236850385997,0.205960024178342,0.359276826207655
6,35,-1.2,0.5,26702,34504,0.518019308984567,0.158875262706567,0.359144046278
10,30,-1,0.5,17023,44183,0.576358554675971,0.217450423455461,0.35890813122051
8,40,-1,0.5,22340,38866,0.54414418689512,0.185475347530407,0.358668839364712
6,30,-1,1,25179,36027,0.524733218362722,0.166221136116691,0.358512082246031
10,20,-0.8,1,11557,49649,0.605518363425037,0.247098688324934,0.358419675100102
6,25,-1.5,0.4,24702,36504,0.530242995813947,0.171847037039552,0.358395958774395
9,30,-0.8,0.8,17640,43566,0.568648011154918,0.210390811202028,0.35825719995289
6,40,-1.2,0.6,28610,32596,0.505269605872142,0.147054042338417,0.358215563533726
10,30,-1,0.4,16331,44875,0.579711597385612,0.221647455128171,0.358064142257441
6,40,-1.5,0.3,28446,32760,0.508729965239243,0.15079700395946,0.357932961279782
6,20,-1.5,1,24073,37133,0.533486779887207,0.175691631584118,0.357795148303088
8,30,-0.8,0.5,17231,43975,0.571214905971382,0.213728858504881,0.357486047466502
10,30,-1,0.6,17615,43591,0.570800174602772,0.213494788020598,0.357305386582174
7,35,-0.8,1,22589,38617,0.535248351994237,0.178402613989132,0.356845738005105
8,20,-0.8,0.3,11321,49885,0.605526280754858,0.248783127800179,0.356743152954678
10,20,-0.8,0.8,11189,50017,0.606217424931343,0.249482619826184,0.35673480510516
6,25,-1.2,0.6,23458,37748,0.535341681033584,0.178811638659363,0.356530042374221
7,25,-0.8,0.5,16505,44701,0.574511188436974,0.218122447019932,0.356388741417042
7,35,-1,0.3,20856,40350,0.550768585389032,0.194588957772863,0.356179627616169
7,30,-0.8,0.6,19209,41997,0.556991875103063,0.200995758086708,0.355996117016354
7,20,-0.8,0.6,14273,46933,0.586984422699371,0.231017131840883,0.355967290858488
9,40,-1,1,23432,37774,0.533329633351737,0.177492025964766,0.355837607386971
9,35,-1,0.3,18276,42930,0.567273621032565,0.211470874716629,0.355802746315935
7,20,-1,0.3,14699,46507,0.585800118589304,0.230111771592892,0.355688346996412
9,25,-0.8,0.3,12767,48439,0.596494564245053,0.240925074879884,0.355569489365169
8,25,-0.8,0.3,13789,47417,0.590297130849086,0.234821316722198,0.355475814126888
8,40,-1,0.4,21449,39757,0.547388177685789,0.192221083387745,0.355167094298044
9,30,-0.8,0.5,16108,45098,0.576834487599361,0.221781406210235,0.355053081389126
8,35,-0.8,1,21169,40037,0.542992939010449,0.188061296712627,0.354931642297822
6,30,-1.2,0.4,24141,37065,0.530829797596762,0.175989600845004,0.354840196751758
5,35,-1.5,0.6,32193,29013,0.484662408757908,0.130080251408309,0.3545821573496
10,20,-0.8,0.5,10234,50972,0.610354075995299,0.255801393577646,0.354552682417653
9,30,-0.8,0.6,16751,44455,0.57139812482619,0.217133616915406,0.354264507910784
6,30,-1,0.8,24421,36785,0.527643277644655,0.173389912907159,0.354253364737496
10,30,-1,0.3,15551,45655,0.581455209620477,0.227234133806262,0.354221075814215
8,30,-0.8,0.4,16440,44766,0.573465134601693,0.219379819401444,0.354085315200249
7,40,-1,0.4,22852,38354,0.537553026013916,0.183483991908847,0.35406903410507
10,20,-0.8,0.4,9783,51423,0.61236000465305,0.258356485862874,0.354003518790176
6,35,-1,1,26963,34243,0.510619737642764,0.156845396251861,0.353774341390903
10,20,-0.8,0.6,10613,50593,0.606650699152515,0.25334509930848,0.353305599844035
10,40,-1.2,1,23613,37593,0.532102600968518,0.178934774164772,0.353167826803746
6,40,-1.2,0.5,27741,33465,0.508464082892409,0.155796428388528,0.352667654503881
9,30,-0.8,0.4,15360,45846,0.579292089539847,0.226738646332094,0.352553443207753
6,20,-1.5,0.8,23474,37732,0.533764130784426,0.181267049178796,0.35249708160563
9,40,-1,0.8,22769,38437,0.535742052284175,0.183475521433962,0.352266530850213
7,30,-0.8,0.5,18476,42730,0.55945116436821,0.207211363899017,0.352239800469192
6,35,-1.2,0.4,25740,35466,0.519676953260109,0.167506570212542,0.352170383047567
7,20,-0.8,0.5,13753,47453,0.5873925078389,0.235281447720202,0.352111060118698
6,25,-1,1,22762,38444,0.535477432880127,0.183696843746815,0.351780589133311
5,40,-1.5,0.6,33298,27908,0.476706137313492,0.125207010999867,0.351499126313625
7,25,-0.8,0.4,15759,45447,0.575218402080682,0.223786180557338,0.351432221523344
7,35,-0.8,0.8,21842,39364,0.536907377664346,0.185662146828641,0.351245230835704
10,40,-1.2,0.8,22997,38209,0.535004279971557,0.183939687777733,0.351064592193824
6,25,-1.2,0.5,22765,38441,0.536429322872056,0.185394652585379,0.351034670286677
5,30,-1.5,0.6,30446,30760,0.493317979985642,0.142619080292029,0.350698899693612
8,35,-0.8,0.8,20479,40727,0.544877087100509,0.194415832386285,0.350461254714223
10,40,-1.2,0.5,21346,39860,0.546230329744187,0.195831379636132,0.350398950108055
6,25,-1.5,0.3,23797,37409,0.530715113282168,0.180518452768786,0.350196660513382
10,40,-1.2,0.4,20554,40652,0.550295557507442,0.200514266631778,0.349781290875664
10,25,-0.8,0.8,14208,46998,0.58286841255982,0.233149939922121,0.349718472637699
10,25,-0.8,1,14672,46534,0.579717623486342,0.230116239160037,0.349601384326305
10,20,-0.8,0.3,9262,51944,0.611451194974828,0.261871813090113,0.349579381884714
9,40,-1,0.6,21746,39460,0.541276437223622,0.191891739033094,0.349384698190528
9,40,-1,0.5,21002,40204,0.546675943522878,0.197307642224822,0.349368301298056
8,40,-1,0.3,20417,40789,0.550153526147752,0.20085890211567,0.349294624032082
9,20,-0.5,1,9863,51343,0.606378534100231,0.257169875475197,0.349208658625034
5,35,-1.2,1,31265,29941,0.484306424598278,0.135117124434406,0.349189300163871
10,40,-1.2,0.6,22039,39167,0.540558602444876,0.191401366052822,0.349157236392054
5,25,-1.5,1,29839,31367,0.495273248281122,0.146349854666232,0.34892339361489
7,20,-0.8,0.4,13139,48067,0.588311236386915,0.239658094148502,0.348653142238413
8,30,-0.8,0.3,15544,45662,0.574512943351436,0.2261903769392,0.348322566412236
10,25,-0.8,0.5,12986,48220,0.589709412625056,0.24140012009768,0.348309292527377
6,25,-1,0.8,22067,39139,0.53770881856789,0.189828939766553,0.347879878801338
7,30,-0.8,0.4,17621,43585,0.561170208719795,0.213625108711868,0.347545100007927
9,40,-1,0.4,20154,41052,0.550385564095934,0.203068815563094,0.34731674853284
9,30,-0.8,0.3,14522,46684,0.580059171170395,0.232774577041278,0.347284594129117
5,30,-1.2,1,29416,31790,0.494989954581921,0.147777717713674,0.347212236868247
10,40,-1.2,0.3,19638,41568,0.554520692740669,0.207421543361309,0.34709914937936
8,20,-0.5,1,10839,50367,0.598306562540124,0.25121749922603,0.347089063314094
6,35,-1,0.8,26146,35060,0.51208912997163,0.165067926695173,0.347021203276457
6,20,-1.2,1,21520,39686,0.540773760907434,0.193993719397151,0.346780041510283
10,25,-0.8,0.4,12403,48803,0.591415732965523,0.244834869029024,0.346580863936499
9,20,-0.5,0.8,9448,51758,0.60647533363304,0.25998769977049,0.346487633862549
6,30,-1.2,0.3,23129,38077,0.531859186794913,0.185373595649235,0.346485591145678
6,40,-1,1,28091,33115,0.499539927653286,0.153074421250487,0.3464655064028
7,40,-0.8,1,23651,37555,0.522208564668771,0.175789713278855,0.346418851389916
7,40,-1,0.3,21760,39446,0.539501665608139,0.193131317650459,0.34637034795768
5,35,-1.5,0.5,31323,29883,0.486201734322859,0.139984055877258,0.346217678445601
10,25,-0.8,0.6,13503,47703,0.584378440318718,0.238212953799509,0.346165486519209
5,40,-1.2,1,32437,28769,0.475594527101425,0.129747442071707,0.345847085029718
8,35,-0.8,0.6,19443,41763,0.548907108467293,0.203101563808398,0.345805544658895
6,40,-1.2,0.4,26738,34468,0.510370575639118,0.164771076341917,0.345599499297201
7,25,-0.8,0.3,14910,46296,0.575754070833236,0.230183684125747,0.345570386707489
10,35,-1,1,20750,40456,0.542477434869889,0.197688761346975,0.344788673522914
6,30,-1,0.6,23311,37895,0.528345839777977,0.183587238786205,0.344758600991772
7,35,-0.8,0.6,20733,40473,0.540124810726871,0.195376456246846,0.344748354480024
8,35,-0.8,0.5,18700,42506,0.553507745769085,0.208827000448674,0.344680745320411
6,25,-1.2,0.4,21971,39235,0.536727964187453,0.192237013849545,0.344490950337908
10,35,-1,0.5,18616,42590,0.556686267481952,0.212479790615574,0.344206476866378
9,20,-0.5,0.5,8377,52829,0.610910917580576,0.266911795815885,0.343999121764691
9,35,-0.8,1,19874,41332,0.5442480881422,0.200312548147298,0.343935539994903
9,20,-0.5,0.6,8807,52399,0.608033192035781,0.264101328229161,0.34393186380662
9,40,-1,0.3,19180,42026,0.554424436213386,0.210572649300442,0.343851786912944
10,35,-1,0.4,17865,43341,0.560617846664679,0.216774015804963,0.343843830859716
9,20,-0.5,0.4,7870,53336,0.613563709505402,0.269893503889367,0.343670205616036
6,35,-1.2,0.3,24642,36564,0.521443299719833,0.177861718187489,0.343581581532344
10,25,-0.8,0.3,11730,49476,0.592656990888735,0.249245122273234,0.343411868615501
10,35,-1,0.8,20164,41042,0.545309514667577,0.201921610186026,0.343387904481551
6,20,-1.5,0.6,22612,38594,0.532271505968497,0.18905030056493,0.343221205403567
8,20,-0.5,0.8,10367,50839,0.597678019291239,0.254719710047197,0.342958309244042
5,40,-1.5,0.5,32382,28824,0.478654122110539,0.135720597047852,0.342933525062687
8,40,-0.8,1,22231,38975,0.528747742505749,0.185925498869793,0.342822243635956
5,25,-1.5,0.8,29081,32125,0.496812494831625,0.154260712038015,0.34255178279361
6,20,-1.2,0.8,20921,40285,0.541363436005394,0.199058358512944,0.342305077492451
7,20,-0.8,0.3,12442,48764,0.587011847028356,0.24480898554002,0.342202861488335
5,30,-1.5,0.5,29631,31575,0.493821890179471,0.151635824855776,0.342186065323695
8,35,-0.8,0.4,17850,43356,0.556540662226072,0.214641668894599,0.341898993331473
10,35,-1,0.6,19263,41943,0.550305155975427,0.208425529555771,0.341879626419656
7,35,-0.8,0.5,19945,41261,0.543625962763378,0.201872377676315,0.341753585087063
5,30,-1.2,0.8,28595,32611,0.497440187394259,0.156053667269139,0.34138652012512
9,35,-0.8,0.8,19241,41965,0.546688483081806,0.205381959912089,0.341306523169717
10,35,-1,0.3,16999,44207,0.563794780222793,0.222865780478531,0.340928999744262
7,30,-0.8,0.3,16665,44541,0.561844664782653,0.22108730822936,0.340757356553293
9,35,-0.8,0.5,17577,43629,0.557984397562673,0.217307022846822,0.340677374715851
9,20,-0.5,0.3,7291,53915,0.614259102598339,0.273642840857379,0.340616261740959
5,35,-1.2,0.8,30385,30821,0.485254349451525,0.144824658802377,0.340429690649148
7,40,-0.8,0.8,22874,38332,0.523759914388196,0.183619542273824,0.340140372114371
6,30,-1,0.5,22543,38663,0.529928108782192,0.190521448765489,0.339406660016703
10,30,-0.8,0.8,16373,44833,0.562554079029601,0.223364247045233,0.339189831984369
9,35,-0.8,0.6,18275,42931,0.551710300974719,0.212533309380295,0.339176991594424
6,40,-1,0.8,27244,33962,0.500916446712807,0.162020892340045,0.338895554372762
9,35,-0.8,0.4,16770,44436,0.561251154923644,0.222370265068872,0.338880889854772
10,30,-0.8,0.5,14957,46249,0.571438732137277,0.232589153560912,0.338849578576365
8,20,-0.5,0.6,9656,51550,0.59845159386937,0.259654315714514,0.338797278154856
6,25,-1,0.6,21076,40130,0.537180825739757,0.19862239998571,0.338558425754047
10,30,-0.8,1,16900,44306,0.558454420738868,0.220009691726239,0.338444729012629
6,35,-1,0.6,24959,36247,0.514659320193484,0.176228897703584,0.3384304224899
10,30,-0.8,0.4,14265,46941,0.574616066021971,0.236403832785303,0.338212233236668
6,25,-1.2,0.3,21066,40140,0.538106475394622,0.199979975087578,0.338126500307043
5,35,-1.5,0.4,30298,30908,0.487795631455158,0.149677808988595,0.338117822466563
8,40,-0.8,0.8,21511,39695,0.530408621370684,0.192760297031812,0.337648324338872
7,35,-0.8,0.4,19031,42175,0.545855786142334,0.208512978441028,0.337342807701306
8,25,-0.5,1,13333,47873,0.57551138256788,0.238258137315389,0.33725324525249
6,20,-1.5,0.5,22057,39149,0.531585663601186,0.194472638477231,0.337113025123955
8,35,-0.8,0.3,16868,44338,0.559003934453539,0.222002296903253,0.337001637550286
10,30,-0.8,0.6,15549,45657,0.565483880488233,0.228960349033954,0.336523531454279
8,20,-0.5,0.5,9181,52025,0.599264422571346,0.262976062101631,0.336288360469715
7,20,-0.5,1,11922,49284,0.583427412292887,0.247150115990183,0.336277296302704
6,40,-1.2,0.3,25590,35616,0.511952284234069,0.175743121006877,0.336209163227193
5,40,-1.2,0.8,31527,29679,0.476369797116975,0.140459453724884,0.335910343392091
8,20,-0.5,0.4,8631,52575,0.602201185013412,0.266326559684126,0.335874625329286
10,20,-0.5,1,8886,52320,0.600188058311257,0.264928588102609,0.335259470208648
9,25,-0.5,1,12357,48849,0.580191341466071,0.244968593575662,0.335222747890409
8,25,-0.5,0.8,12765,48441,0.577612255931164,0.242479791017892,0.335132464913272
5,40,-1.5,0.4,31316,29890,0.48046959664537,0.145850578128762,0.334619018516609
9,25,-0.5,0.8,11846,49360,0.582972413421834,0.248361249503503,0.33461116391833
9,35,-0.8,0.3,15846,45360,0.563428475747648,0.228892671485067,0.334535804262581
5,30,-1.5,0.4,28665,32541,0.495016629202424,0.160574077242947,0.334442551959477
10,30,-0.8,0.3,13485,47721,0.575840014812446,0.241591185162332,0.334248829650113
10,20,-0.5,0.4,7112,54094,0.608977151286748,0.275134386198421,0.333842765088327
6,35,-1,0.5,24136,37070,0.517418569518691,0.183576587776544,0.333841981742147
6,30,-1,0.4,21640,39566,0.531475368406107,0.197672624924493,0.333802743481614
6,25,-1,0.5,20383,40823,0.538364107950247,0.204582363697137,0.33378174425311
6,20,-1.2,0.6,20059,41147,0.539823746822716,0.206115022424547,0.333708724398169
7,40,-0.8,0.6,21708,39498,0.527508471108021,0.19387008870218,0.333638382405841
10,20,-0.5,0.8,8518,52688,0.600618410748966,0.267091992094137,0.33352641865483
10,20,-0.5,0.5,7563,53643,0.60627826801493,0.272819413731112,0.333458854283817
8,40,-0.8,0.6,20418,40788,0.535029788807018,0.201912796539777,0.333116992267241
6,20,-1,1,19350,41856,0.542914889182295,0.21017965338865,0.332735235793645
8,40,-0.8,0.5,19629,41577,0.540298316143557,0.207751353244906,0.332546962898651
8,20,-0.5,0.3,7994,53212,0.603040292340038,0.270524793124886,0.332515499215151
7,20,-0.5,0.8,11393,49813,0.583308429240906,0.251000701456737,0.332307727784169
9,25,-0.5,0.5,10508,50698,0.588837724601686,0.256927940659517,0.331909783942169
6,30,-0.8,1,22233,38973,0.522909785691801,0.191115196879129,0.331794588812671
5,25,-1.5,0.6,28021,33185,0.496807723235616,0.165173024682148,0.331634698553467
6,20,-1.5,0.4,21395,39811,0.531652698101786,0.200028008046528,0.331624690055258
10,20,-0.5,0.3,6591,54615,0.609876157978841,0.278365837966185,0.331510320012657
7,35,-0.8,0.3,17989,43217,0.547849571942904,0.216582650470456,0.331266921472448
7,25,-0.5,1,14416,46790,0.564861396193592,0.233608097484668,0.331253298708924
10,20,-0.5,0.6,7942,53264,0.601774230302302,0.270589144217865,0.331185086084437
5,30,-1.2,0.6,27416,33790,0.498630042743371,0.167524973125343,0.331105069618029
7,40,-0.8,0.5,20874,40332,0.531522894468168,0.200531085930307,0.330991808537861
5,25,-1.2,1,26880,34326,0.500938690975464,0.170066437699943,0.330872253275522
6,25,-0.8,1,20005,41201,0.535347459961207,0.204654997219814,0.330692462741393
9,25,-0.5,0.6,11076,50130,0.58404930160546,0.253479781324638,0.330569520280821
10,40,-1,1,21878,39328,0.526738529196945,0.196204198838897,0.330534330358048
5,35,-1.2,0.6,29129,32077,0.488037269046004,0.157804926965916,0.330232342080089
6,40,-1,0.6,26000,35206,0.504078783486225,0.173900594372005,0.33017818911422
8,40,-0.8,0.4,18738,42468,0.543730532946905,0.213640526153993,0.330090006792912
9,40,-0.8,1,20936,40270,0.528800856367915,0.19878280807336,0.330018048294556
9,25,-0.5,0.4,9869,51337,0.590615002715928,0.260679870998157,0.329935131717771
10,40,-1,0.4,18819,42387,0.545646521357192,0.215883224908711,0.329763296448481
10,40,-1,0.5,19611,41595,0.541367570443037,0.211620837906608,0.329746732536429
8,25,-0.5,0.6,11925,49281,0.577954844542502,0.248551354017767,0.329403490524735
10,40,-1,0.8,21262,39944,0.52980003578524,0.200739529068797,0.329060506716443
6,20,-1,0.8,18751,42455,0.543742372679575,0.214775836021126,0.32896653665845
6,30,-0.8,0.8,21475,39731,0.526155339925876,0.197258613819293,0.328896726106583
7,25,-0.5,0.8,13791,47415,0.567067981500695,0.238283620810835,0.32878436068986
6,20,-1.2,0.5,19504,41702,0.539672321285215,0.211010321999352,0.328661999285863
9,25,-0.5,0.3,9138,52068,0.593634938830361,0.265142669685439,0.328492269144922
8,25,-0.5,0.5,11312,49894,0.580868336259198,0.252600173394834,0.328268162864365
6,35,-1,0.4,23174,38032,0.519310457786968,0.191106027834463,0.328204429952505
6,25,-1,0.4,19589,41617,0.538876828747592,0.210745975385774,0.328130853361817
7,20,-0.5,0.6,10609,50597,0.584433740677127,0.256315888927019,0.328117851750108
10,40,-1,0.6,20304,40902,0.535466290270062,0.207553127227675,0.327913163042387
6,25,-0.8,0.8,19310,41896,0.537915601794413,0.210030494743637,0.327885107050776
10,40,-1,0.3,17903,43303,0.549976124710861,0.222259995680714,0.327716129030147
9,40,-0.8,0.8,20273,40933,0.531441325924351,0.204201555063653,0.327239770860698
5,35,-1.5,0.3,29145,32061,0.488332069024886,0.161524369877019,0.326807699147867
7,40,-0.8,0.4,19919,41287,0.534089053399648,0.207285240495644,0.326803812904003
6,30,-1,0.3,20628,40578,0.532329692418977,0.205969990114017,0.326359702304961
9,40,-0.8,0.5,18506,42700,0.542864146382525,0.216511713701024,0.326352432681501
8,25,-0.5,0.4,10630,50576,0.583102894715558,0.256797340737048,0.32630555397851
5,25,-1.2,0.8,26122,35084,0.502762023309448,0.176877329549284,0.325884693760164
6,40,-1,0.5,25131,36075,0.507325322520195,0.181518832051939,0.325806490468256
9,40,-0.8,0.6,19250,41956,0.537053445750049,0.211683100089953,0.325370345660096
9,40,-0.8,0.4,17658,43548,0.546681705993563,0.221601747568646,0.325079958424917
8,25,-0.5,0.3,9841,51365,0.586784771084112,0.261766450960054,0.325018320124058
8,40,-0.8,0.3,17706,43500,0.546266988224021,0.22131100347909,0.32495598474493
5,40,-1.2,0.6,30214,30992,0.479231621549732,0.154396034546555,0.324835587003178
7,20,-0.5,0.5,10089,51117,0.584790534038009,0.260018976199351,0.324771557838658
6,20,-1.5,0.3,20642,40564,0.531152335852881,0.206556281141216,0.324596054711665
5,30,-1.2,0.5,26601,34605,0.499577383036476,0.175310651840305,0.32426673119617
5,25,-1.5,0.5,27281,33925,0.496839026160281,0.17265292119793,0.324186104962351
6,20,-1.2,0.4,18842,42364,0.540202344647456,0.216035319949995,0.324167024697462
6,35,-0.8,1,23893,37313,0.50809841479229,0.183949251484232,0.324149163308058
5,30,-1,1,26650,34556,0.497120503910487,0.173113643307806,0.324006860602681
5,35,-1.2,0.5,28259,32947,0.490204471736674,0.166203297753502,0.324001173983172
5,30,-1.5,0.3,27598,33608,0.495144210550415,0.171158815277714,0.323985395272701
7,20,-0.5,0.4,9475,51731,0.587607385196452,0.263788479431737,0.323818905764715
8,30,-0.5,1,15137,46069,0.553938799860561,0.230771342425728,0.323167457434833
10,35,-0.8,0.4,15675,45531,0.555516605275365,0.232438466232866,0.323078139042499
10,35,-0.8,0.5,16426,44780,0.551598116748246,0.228590280434673,0.323007836313573
7,25,-0.5,0.6,12878,48328,0.56751401059985,0.244823046084092,0.322690964515758
5,40,-1.5,0.3,30113,31093,0.480996303087969,0.158517238814885,0.322479064273084
6,25,-1,0.3,18684,42522,0.540149323639025,0.217706953291464,0.322442370347562
8,30,-0.5,0.8,14506,46700,0.557012099082765,0.235345961332087,0.321666137750678
9,40,-0.8,0.3,16684,44522,0.549997049003112,0.228381112275896,0.321615936727217
5,35,-1,1,28434,32772,0.485242217615007,0.163658859531079,0.321583358083929
10,35,-0.8,1,18560,42646,0.536709964672334,0.215134961002599,0.321575003669735
6,20,-1,0.6,17889,43317,0.54244540375948,0.221279516195537,0.321165887563943
6,30,-0.8,0.6,20365,40841,0.527097017978693,0.206123421774402,0.320973596204291
6,35,-1,0.3,22076,39130,0.521109931210681,0.20020392723616,0.320906003974521
10,35,-0.8,0.8,17974,43232,0.539760112731651,0.219017421356293,0.320742691375359
7,25,-0.5,0.5,12220,48986,0.569765867885065,0.249305781199357,0.320460086685708
7,40,-0.8,0.3,18827,42379,0.536144517882887,0.215709433278846,0.32043508460404
10,25,-0.5,0.8,10916,50290,0.576399754457627,0.256160998350792,0.320238756106835
7,20,-0.5,0.3,8778,52428,0.588507500383593,0.268303337779569,0.320204162604024
6,40,-1,0.4,24128,37078,0.509478443805954,0.189274335388728,0.320204108417226
10,35,-0.8,0.3,14809,46397,0.558147503312851,0.238045050243634,0.320102453069217
10,25,-0.5,0.5,9694,51512,0.583371236501576,0.263306410227941,0.320064826273636
10,35,-0.8,0.6,17073,44133,0.54486918257176,0.224912620935524,0.319956561636237
5,30,-1,0.8,25829,35377,0.499922568723049,0.180076598474727,0.319845970248323
6,25,-0.8,0.6,18319,42887,0.537535778906472,0.217833175260607,0.319702603645866
10,25,-0.5,1,11380,49826,0.573053467906567,0.253515885287315,0.319537582619252
9,30,-0.5,0.5,12055,49151,0.570516281283649,0.250979057093246,0.319537224190403
7,30,-0.5,1,16220,44986,0.54502597777967,0.225647094026921,0.319378883752749
9,30,-0.5,0.8,13587,47619,0.56087673888086,0.241687469856359,0.319189269024501
9,30,-0.5,1,14161,47045,0.557142833559496,0.238033737553377,0.31910909600612
